Order_ID,Order_Date,Year,Month,Quarter,Region,State,Customer_Segment,Category,Product_Name,Quantity,Unit_Price,Unit_Cost,Discount,Sales,Cost,Profit,Profit_Margin
ORD-02685,2024-02-07,2024,2,Q1,South,Tamil Nadu,Consumer,Clothing,Winter Jacket,6,120.0,56.27,0.0,720.0,337.62,382.38,53.11
ORD-02686,2024-10-18,2024,10,Q4,North,Himachal Pradesh,Consumer,Electronics,Tablet Air,10,450.0,258.99,0.0,4500.0,2589.9,1910.1,42.45
ORD-02687,2024-08-23,2024,8,Q3,North,Uttarakhand,Consumer,Electronics,Wireless Headphones,1,250.0,115.62,0.0,250.0,115.62,134.38,53.75
ORD-02688,2024-09-14,2024,9,Q3,East,Bihar,Consumer,Clothing,Denim Jeans,6,54.0,22.43,0.1,324.0,134.58,189.42,58.46
ORD-02689,2024-01-11,2024,1,Q1,South,Tamil Nadu,Corporate,Books,Self-Help Guide,1,28.0,9.19,0.0,28.0,9.19,18.81,67.18
ORD-02690,2024-03-16,2024,3,Q1,North,Punjab,Home Office,Furniture,Sofa Set,5,1080.0,585.47,0.1,5400.0,2927.35,2472.65,45.79
ORD-02691,2023-10-07,2023,10,Q4,Central,Chhattisgarh,Consumer,Clothing,Formal Suit,10,280.0,127.21,0.0,2800.0,1272.1,1527.9,54.57
ORD-02692,2023-12-04,2023,12,Q4,South,Telangana,Consumer,Food & Beverages,Olive Oil Premium,2,18.7,8.08,0.15,37.4,16.16,21.24,56.79
ORD-02693,2023-12-23,2023,12,Q4,East,Assam,Consumer,Beauty,Hair Care Kit,6,55.0,19.81,0.0,330.0,118.86,211.14,63.98
ORD-02694,2023-06-21,2023,6,Q2,Central,Madhya Pradesh,Consumer,Furniture,Sofa Set,1,1200.0,594.44,0.0,1200.0,594.44,605.56,50.46
ORD-02695,2023-01-13,2023,1,Q1,South,Andhra Pradesh,Consumer,Furniture,Standing Desk,5,522.5,266.85,0.05,2612.5,1334.25,1278.25,48.93
ORD-02696,2023-01-11,2023,1,Q1,East,Jharkhand,Home Office,Electronics,"Smart TV 55""",7,700.0,387.87,0.0,4900.0,2715.09,2184.91,44.59
ORD-02697,2023-03-06,2023,3,Q1,East,Assam,Consumer,Electronics,Wireless Headphones,1,250.0,116.76,0.0,250.0,116.76,133.24,53.3
ORD-02698,2024-10-12,2024,10,Q4,North,Himachal Pradesh,Consumer,Electronics,"Smart TV 55""",1,700.0,397.6,0.0,700.0,397.6,302.4,43.2
ORD-02699,2023-03-05,2023,3,Q1,East,Odisha,Consumer,Clothing,Running Shoes,4,76.5,34.33,0.1,306.0,137.32,168.68,55.12
ORD-02700,2024-08-03,2024,8,Q3,East,West Bengal,Corporate,Beauty,Hair Care Kit,4,55.0,20.62,0.0,220.0,82.48,137.52,62.51
ORD-02701,2024-12-12,2024,12,Q4,West,Madhya Pradesh,Consumer,Sports,Yoga Mat,10,26.25,11.5,0.25,262.5,115.0,147.5,56.19
ORD-02702,2024-10-20,2024,10,Q4,Central,Himachal Pradesh,Corporate,Furniture,Bookshelf,7,162.0,74.47,0.1,1134.0,521.29,612.71,54.03
ORD-02703,2024-02-02,2024,2,Q1,North,Uttarakhand,Consumer,Beauty,Anti-Aging Cream,8,95.0,38.65,0.0,760.0,309.2,450.8,59.32
ORD-02704,2024-04-16,2024,4,Q2,West,Madhya Pradesh,Home Office,Clothing,Denim Jeans,1,51.0,23.04,0.15,51.0,23.04,27.96,54.82
ORD-02705,2024-12-11,2024,12,Q4,West,Goa,Corporate,Electronics,Smartphone X,4,720.0,566.81,0.2,2880.0,2267.24,612.76,21.28
ORD-02706,2023-04-13,2023,4,Q2,Central,Chhattisgarh,Consumer,Food & Beverages,Energy Bars Box,8,30.0,11.63,0.0,240.0,93.04,146.96,61.23
ORD-02707,2023-05-28,2023,5,Q2,Central,Uttarakhand,Consumer,Sports,Dumbbells Set,10,84.0,54.48,0.3,840.0,544.8,295.2,35.14
ORD-02708,2023-09-23,2023,9,Q3,North,Punjab,Home Office,Beauty,Hair Care Kit,4,46.75,20.63,0.15,187.0,82.52,104.48,55.87
ORD-02709,2024-04-16,2024,4,Q2,West,Madhya Pradesh,Home Office,Sports,Tennis Racket,3,80.75,39.59,0.05,242.25,118.77,123.48,50.97
ORD-02710,2024-09-28,2024,9,Q3,South,Karnataka,Corporate,Books,Business Strategy,1,38.0,12.22,0.0,38.0,12.22,25.78,67.84
ORD-02711,2023-01-23,2023,1,Q1,Central,Uttar Pradesh,Consumer,Beauty,Skincare Set,7,76.5,29.18,0.1,535.5,204.26,331.24,61.86
ORD-02712,2023-06-29,2023,6,Q2,Central,Madhya Pradesh,Consumer,Clothing,Casual T-Shirt,8,22.5,8.08,0.1,180.0,64.64,115.36,64.09
ORD-02713,2024-06-21,2024,6,Q2,South,Telangana,Consumer,Sports,Tennis Racket,6,68.0,37.35,0.2,408.0,224.1,183.9,45.07
ORD-02714,2023-10-03,2023,10,Q4,East,Odisha,Home Office,Electronics,"Smart TV 55""",6,665.0,407.59,0.05,3990.0,2445.54,1544.46,38.71
ORD-02715,2024-09-29,2024,9,Q3,North,Punjab,Corporate,Clothing,Winter Jacket,1,102.0,54.41,0.15,102.0,54.41,47.59,46.66
ORD-02716,2023-10-19,2023,10,Q4,South,Karnataka,Corporate,Electronics,"Smart TV 55""",3,560.0,399.71,0.2,1680.0,1199.13,480.87,28.62
ORD-02717,2024-04-23,2024,4,Q2,West,Gujarat,Consumer,Electronics,Tablet Air,1,337.5,247.55,0.25,337.5,247.55,89.95,26.65
ORD-02718,2023-11-02,2023,11,Q4,West,Maharashtra,Home Office,Furniture,Standing Desk,9,550.0,272.67,0.0,4950.0,2454.03,2495.97,50.42
ORD-02719,2023-02-05,2023,2,Q1,East,Assam,Consumer,Food & Beverages,Green Tea Pack,3,10.8,3.83,0.1,32.4,11.49,20.91,64.54
ORD-02720,2023-02-08,2023,2,Q1,West,Rajasthan,Corporate,Electronics,"Smart TV 55""",5,700.0,405.92,0.0,3500.0,2029.6,1470.4,42.01
ORD-02721,2024-03-20,2024,3,Q1,West,Rajasthan,Corporate,Furniture,Sofa Set,3,1200.0,625.56,0.0,3600.0,1876.68,1723.32,47.87
ORD-02722,2024-03-16,2024,3,Q1,South,Tamil Nadu,Corporate,Clothing,Denim Jeans,4,51.0,22.36,0.15,204.0,89.44,114.56,56.16
ORD-02723,2024-01-01,2024,1,Q1,West,Rajasthan,Home Office,Sports,Tennis Racket,10,80.75,37.3,0.05,807.5,373.0,434.5,53.81
ORD-02724,2024-05-12,2024,5,Q2,Central,Chhattisgarh,Consumer,Beauty,Anti-Aging Cream,10,85.5,38.94,0.1,855.0,389.4,465.6,54.46
ORD-02725,2024-07-08,2024,7,Q3,East,Assam,Corporate,Clothing,Formal Suit,7,280.0,133.12,0.0,1960.0,931.84,1028.16,52.46
ORD-02726,2023-11-19,2023,11,Q4,East,West Bengal,Home Office,Food & Beverages,Protein Powder,3,36.0,18.5,0.2,108.0,55.5,52.5,48.61
ORD-02727,2024-03-22,2024,3,Q1,East,Odisha,Consumer,Sports,Swimming Goggles,5,22.4,9.6,0.2,112.0,48.0,64.0,57.14
ORD-02728,2023-04-14,2023,4,Q2,South,Telangana,Corporate,Beauty,Anti-Aging Cream,2,85.5,39.56,0.1,171.0,79.12,91.88,53.73
ORD-02729,2023-12-04,2023,12,Q4,Central,Madhya Pradesh,Corporate,Clothing,Casual T-Shirt,1,25.0,7.66,0.0,25.0,7.66,17.34,69.36
ORD-02730,2024-12-02,2024,12,Q4,West,Goa,Corporate,Beauty,Perfume Collection,3,96.0,46.42,0.2,288.0,139.26,148.74,51.65
ORD-02731,2024-06-27,2024,6,Q2,East,Jharkhand,Consumer,Books,Business Strategy,6,38.0,11.95,0.0,228.0,71.7,156.3,68.55
ORD-02732,2024-05-31,2024,5,Q2,West,Maharashtra,Corporate,Books,Tech Encyclopedia,3,44.0,17.33,0.2,132.0,51.99,80.01,60.61
ORD-02733,2024-04-06,2024,4,Q2,Central,Himachal Pradesh,Corporate,Electronics,Tablet Air,5,450.0,250.55,0.0,2250.0,1252.75,997.25,44.32
ORD-02734,2024-01-29,2024,1,Q1,North,Punjab,Corporate,Clothing,Casual T-Shirt,7,25.0,8.2,0.0,175.0,57.4,117.6,67.2
ORD-02735,2024-08-11,2024,8,Q3,Central,Himachal Pradesh,Home Office,Beauty,Makeup Palette,1,55.25,24.56,0.15,55.25,24.56,30.69,55.55
ORD-02736,2024-03-14,2024,3,Q1,West,Madhya Pradesh,Consumer,Books,Self-Help Guide,4,22.4,9.04,0.2,89.6,36.16,53.44,59.64
ORD-02737,2023-01-04,2023,1,Q1,Central,Uttarakhand,Consumer,Furniture,Office Chair,1,256.0,143.39,0.2,256.0,143.39,112.61,43.99
ORD-02738,2023-05-25,2023,5,Q2,West,Maharashtra,Consumer,Electronics,"Laptop Pro 15""",7,1200.0,832.07,0.0,8400.0,5824.49,2575.51,30.66
ORD-02739,2024-04-05,2024,4,Q2,Central,Uttarakhand,Home Office,Clothing,Formal Suit,7,280.0,133.27,0.0,1960.0,932.89,1027.11,52.4
ORD-02740,2024-01-03,2024,1,Q1,West,Rajasthan,Consumer,Beauty,Hair Care Kit,8,52.25,19.01,0.05,418.0,152.08,265.92,63.62
ORD-02741,2023-02-23,2023,2,Q1,West,Madhya Pradesh,Consumer,Food & Beverages,Energy Bars Box,9,24.0,11.75,0.2,216.0,105.75,110.25,51.04
ORD-02742,2023-02-28,2023,2,Q1,East,West Bengal,Consumer,Clothing,Casual T-Shirt,2,25.0,8.31,0.0,50.0,16.62,33.38,66.76
ORD-02743,2023-11-06,2023,11,Q4,East,West Bengal,Corporate,Food & Beverages,Energy Bars Box,5,30.0,12.36,0.0,150.0,61.8,88.2,58.8
ORD-02744,2023-07-26,2023,7,Q3,South,Telangana,Consumer,Food & Beverages,Energy Bars Box,1,28.5,11.68,0.05,28.5,11.68,16.82,59.02
ORD-02745,2023-11-22,2023,11,Q4,West,Maharashtra,Corporate,Furniture,Standing Desk,7,550.0,290.69,0.0,3850.0,2034.83,1815.17,47.15
ORD-02746,2023-11-02,2023,11,Q4,East,Odisha,Home Office,Food & Beverages,Energy Bars Box,1,30.0,12.36,0.0,30.0,12.36,17.64,58.8
ORD-02747,2023-12-07,2023,12,Q4,North,Uttarakhand,Corporate,Food & Beverages,Organic Coffee,10,15.3,5.87,0.15,153.0,58.7,94.3,61.63
ORD-02748,2023-03-12,2023,3,Q1,South,Kerala,Corporate,Electronics,"Smart TV 55""",2,560.0,399.03,0.2,1120.0,798.06,321.94,28.74
ORD-02749,2024-05-11,2024,5,Q2,Central,Uttarakhand,Consumer,Clothing,Running Shoes,9,85.0,33.98,0.0,765.0,305.82,459.18,60.02
ORD-02750,2024-02-03,2024,2,Q1,Central,Madhya Pradesh,Corporate,Clothing,Winter Jacket,8,120.0,56.39,0.0,960.0,451.12,508.88,53.01
ORD-02751,2024-01-22,2024,1,Q1,West,Rajasthan,Home Office,Beauty,Skincare Set,10,85.0,30.42,0.0,850.0,304.2,545.8,64.21
ORD-02752,2023-08-17,2023,8,Q3,Central,Madhya Pradesh,Corporate,Beauty,Anti-Aging Cream,9,95.0,38.6,0.0,855.0,347.4,507.6,59.37
ORD-02753,2024-03-18,2024,3,Q1,North,Punjab,Corporate,Clothing,Running Shoes,1,72.25,36.64,0.15,72.25,36.64,35.61,49.29
ORD-02754,2023-12-29,2023,12,Q4,Central,Himachal Pradesh,Home Office,Electronics,Tablet Air,5,405.0,259.28,0.1,2025.0,1296.4,728.6,35.98
ORD-02755,2024-04-24,2024,4,Q2,South,Kerala,Consumer,Clothing,Formal Suit,8,252.0,129.63,0.1,2016.0,1037.04,978.96,48.56
ORD-02756,2024-06-29,2024,6,Q2,West,Goa,Consumer,Clothing,Winter Jacket,5,120.0,57.2,0.0,600.0,286.0,314.0,52.33
ORD-02757,2023-10-01,2023,10,Q4,Central,Chhattisgarh,Consumer,Food & Beverages,Protein Powder,10,45.0,18.25,0.0,450.0,182.5,267.5,59.44
ORD-02758,2024-02-10,2024,2,Q1,Central,Madhya Pradesh,Consumer,Furniture,Standing Desk,4,550.0,290.96,0.0,2200.0,1163.84,1036.16,47.1
ORD-02759,2023-02-01,2023,2,Q1,East,Assam,Consumer,Food & Beverages,Green Tea Pack,3,11.4,4.14,0.05,34.2,12.42,21.78,63.68
ORD-02760,2023-10-27,2023,10,Q4,Central,Chhattisgarh,Consumer,Beauty,Perfume Collection,1,120.0,43.57,0.0,120.0,43.57,76.43,63.69
ORD-02761,2024-08-27,2024,8,Q3,South,Tamil Nadu,Consumer,Beauty,Anti-Aging Cream,2,90.25,38.0,0.05,180.5,76.0,104.5,57.89
ORD-02762,2023-10-29,2023,10,Q4,South,Andhra Pradesh,Corporate,Books,Tech Encyclopedia,5,52.25,18.09,0.05,261.25,90.45,170.8,65.38
ORD-02763,2023-01-24,2023,1,Q1,West,Gujarat,Consumer,Furniture,Standing Desk,4,495.0,269.33,0.1,1980.0,1077.32,902.68,45.59
ORD-02764,2024-10-01,2024,10,Q4,Central,Himachal Pradesh,Consumer,Electronics,Wireless Headphones,4,237.5,123.93,0.05,950.0,495.72,454.28,47.82
ORD-02765,2023-02-27,2023,2,Q1,North,Himachal Pradesh,Consumer,Clothing,Formal Suit,8,280.0,135.05,0.0,2240.0,1080.4,1159.6,51.77
ORD-02766,2023-10-15,2023,10,Q4,West,Goa,Corporate,Sports,Yoga Mat,8,33.25,11.78,0.05,266.0,94.24,171.76,64.57
ORD-02767,2023-07-27,2023,7,Q3,Central,Himachal Pradesh,Consumer,Books,Tech Encyclopedia,9,49.5,17.17,0.1,445.5,154.53,290.97,65.31
ORD-02768,2024-04-08,2024,4,Q2,South,Andhra Pradesh,Corporate,Clothing,Winter Jacket,6,114.0,52.57,0.05,684.0,315.42,368.58,53.89
ORD-02769,2024-08-17,2024,8,Q3,East,Bihar,Corporate,Food & Beverages,Energy Bars Box,3,28.5,12.06,0.05,85.5,36.18,49.32,57.68
ORD-02770,2024-06-01,2024,6,Q2,East,Assam,Corporate,Furniture,Coffee Table,1,176.0,99.37,0.2,176.0,99.37,76.63,43.54
ORD-02771,2024-12-02,2024,12,Q4,West,Goa,Consumer,Clothing,Denim Jeans,2,60.0,22.96,0.0,120.0,45.92,74.08,61.73
ORD-02772,2024-11-14,2024,11,Q4,Central,Uttar Pradesh,Corporate,Clothing,Winter Jacket,9,96.0,55.26,0.2,864.0,497.34,366.66,42.44
ORD-02773,2023-06-08,2023,6,Q2,Central,Himachal Pradesh,Corporate,Furniture,Office Chair,9,272.0,154.73,0.15,2448.0,1392.57,1055.43,43.11
ORD-02774,2023-01-28,2023,1,Q1,West,Maharashtra,Home Office,Furniture,Coffee Table,1,176.0,90.7,0.2,176.0,90.7,85.3,48.47
ORD-02775,2024-08-23,2024,8,Q3,South,Karnataka,Consumer,Electronics,Tablet Air,3,450.0,252.67,0.0,1350.0,758.01,591.99,43.85
ORD-02776,2023-08-25,2023,8,Q3,South,Kerala,Home Office,Food & Beverages,Energy Bars Box,5,27.0,11.94,0.1,135.0,59.7,75.3,55.78
ORD-02777,2023-02-17,2023,2,Q1,South,Kerala,Consumer,Furniture,Sofa Set,9,1080.0,621.74,0.1,9720.0,5595.66,4124.34,42.43
ORD-02778,2023-08-19,2023,8,Q3,South,Kerala,Consumer,Furniture,Sofa Set,8,1200.0,576.09,0.0,9600.0,4608.72,4991.28,51.99
ORD-02779,2023-06-24,2023,6,Q2,South,Tamil Nadu,Consumer,Clothing,Winter Jacket,6,114.0,57.23,0.05,684.0,343.38,340.62,49.8
ORD-02780,2024-01-02,2024,1,Q1,South,Tamil Nadu,Corporate,Food & Beverages,Protein Powder,9,45.0,18.58,0.0,405.0,167.22,237.78,58.71
ORD-02781,2023-09-27,2023,9,Q3,North,Haryana,Consumer,Food & Beverages,Protein Powder,2,31.5,17.66,0.3,63.0,35.32,27.68,43.94
ORD-02782,2023-11-12,2023,11,Q4,West,Maharashtra,Corporate,Sports,Dumbbells Set,4,84.0,56.61,0.3,336.0,226.44,109.56,32.61
ORD-02783,2023-02-20,2023,2,Q1,South,Andhra Pradesh,Corporate,Furniture,Bookshelf,7,153.0,77.07,0.15,1071.0,539.49,531.51,49.63
ORD-02784,2024-09-08,2024,9,Q3,North,Delhi,Corporate,Furniture,Sofa Set,10,1140.0,573.21,0.05,11400.0,5732.1,5667.9,49.72
ORD-02785,2023-05-26,2023,5,Q2,South,Kerala,Corporate,Food & Beverages,Green Tea Pack,7,11.4,3.91,0.05,79.8,27.37,52.43,65.7
ORD-02786,2024-04-29,2024,4,Q2,Central,Madhya Pradesh,Consumer,Sports,Dumbbells Set,7,102.0,54.6,0.15,714.0,382.2,331.8,46.47
ORD-02787,2023-11-02,2023,11,Q4,North,Delhi,Consumer,Beauty,Anti-Aging Cream,6,90.25,38.98,0.05,541.5,233.88,307.62,56.81
ORD-02788,2024-06-02,2024,6,Q2,South,Tamil Nadu,Consumer,Beauty,Hair Care Kit,8,46.75,19.32,0.15,374.0,154.56,219.44,58.67
ORD-02789,2024-12-21,2024,12,Q4,South,Andhra Pradesh,Consumer,Food & Beverages,Olive Oil Premium,4,18.7,7.71,0.15,74.8,30.84,43.96,58.77
ORD-02790,2023-04-01,2023,4,Q2,East,Assam,Consumer,Sports,Tennis Racket,3,59.5,36.96,0.3,178.5,110.88,67.62,37.88
ORD-02791,2023-06-29,2023,6,Q2,East,West Bengal,Consumer,Beauty,Hair Care Kit,2,52.25,20.25,0.05,104.5,40.5,64.0,61.24
ORD-02792,2023-09-18,2023,9,Q3,Central,Chhattisgarh,Corporate,Books,Data Science Handbook,8,36.0,14.7,0.2,288.0,117.6,170.4,59.17
ORD-02793,2024-01-29,2024,1,Q1,West,Rajasthan,Consumer,Sports,Tennis Racket,10,85.0,37.18,0.0,850.0,371.8,478.2,56.26
ORD-02794,2023-03-26,2023,3,Q1,West,Rajasthan,Corporate,Beauty,Anti-Aging Cream,2,90.25,37.78,0.05,180.5,75.56,104.94,58.14
ORD-02795,2023-12-11,2023,12,Q4,North,Punjab,Home Office,Electronics,"Laptop Pro 15""",7,1080.0,765.74,0.1,7560.0,5360.18,2199.82,29.1
ORD-02796,2023-10-21,2023,10,Q4,North,Punjab,Corporate,Clothing,Casual T-Shirt,8,25.0,8.31,0.0,200.0,66.48,133.52,66.76
ORD-02797,2024-12-23,2024,12,Q4,Central,Madhya Pradesh,Corporate,Clothing,Denim Jeans,8,60.0,22.52,0.0,480.0,180.16,299.84,62.47
ORD-02798,2023-05-12,2023,5,Q2,Central,Chhattisgarh,Corporate,Clothing,Running Shoes,4,72.25,33.35,0.15,289.0,133.4,155.6,53.84
ORD-02799,2023-06-05,2023,6,Q2,West,Rajasthan,Home Office,Sports,Swimming Goggles,10,28.0,10.32,0.0,280.0,103.2,176.8,63.14
ORD-02800,2023-04-30,2023,4,Q2,Central,Chhattisgarh,Consumer,Furniture,Office Chair,10,272.0,157.35,0.15,2720.0,1573.5,1146.5,42.15
ORD-02801,2024-02-28,2024,2,Q1,West,Maharashtra,Consumer,Beauty,Makeup Palette,4,65.0,25.78,0.0,260.0,103.12,156.88,60.34
ORD-02802,2023-02-02,2023,2,Q1,South,Karnataka,Consumer,Sports,Dumbbells Set,5,108.0,55.24,0.1,540.0,276.2,263.8,48.85
ORD-02803,2023-03-16,2023,3,Q1,South,Andhra Pradesh,Home Office,Food & Beverages,Energy Bars Box,8,30.0,12.29,0.0,240.0,98.32,141.68,59.03
ORD-02804,2023-04-07,2023,4,Q2,West,Goa,Corporate,Clothing,Casual T-Shirt,5,21.25,7.7,0.15,106.25,38.5,67.75,63.76
ORD-02805,2023-10-28,2023,10,Q4,North,Uttarakhand,Consumer,Clothing,Casual T-Shirt,2,23.75,8.28,0.05,47.5,16.56,30.94,65.14
ORD-02806,2024-01-05,2024,1,Q1,West,Rajasthan,Consumer,Books,Data Science Handbook,2,42.75,14.62,0.05,85.5,29.24,56.26,65.8
ORD-02807,2023-05-12,2023,5,Q2,West,Gujarat,Consumer,Food & Beverages,Green Tea Pack,7,9.6,4.05,0.2,67.2,28.35,38.85,57.81
ORD-02808,2023-12-31,2023,12,Q4,Central,Chhattisgarh,Corporate,Furniture,Sofa Set,7,960.0,585.76,0.2,6720.0,4100.32,2619.68,38.98
ORD-02809,2023-04-05,2023,4,Q2,East,Assam,Consumer,Clothing,Formal Suit,6,280.0,125.83,0.0,1680.0,754.98,925.02,55.06
ORD-02810,2023-12-09,2023,12,Q4,East,West Bengal,Corporate,Beauty,Hair Care Kit,5,41.25,19.51,0.25,206.25,97.55,108.7,52.7
ORD-02811,2024-07-16,2024,7,Q3,West,Goa,Consumer,Food & Beverages,Olive Oil Premium,4,19.8,7.84,0.1,79.2,31.36,47.84,60.4
ORD-02812,2023-09-04,2023,9,Q3,South,Tamil Nadu,Consumer,Clothing,Denim Jeans,2,60.0,21.96,0.0,120.0,43.92,76.08,63.4
ORD-02813,2024-08-17,2024,8,Q3,South,Karnataka,Consumer,Electronics,Tablet Air,8,427.5,249.16,0.05,3420.0,1993.28,1426.72,41.72
ORD-02814,2023-11-21,2023,11,Q4,South,Tamil Nadu,Consumer,Sports,Tennis Racket,1,76.5,37.18,0.1,76.5,37.18,39.32,51.4
ORD-02815,2024-03-27,2024,3,Q1,West,Goa,Consumer,Food & Beverages,Organic Coffee,9,15.3,6.0,0.15,137.7,54.0,83.7,60.78
ORD-02816,2023-03-03,2023,3,Q1,North,Uttarakhand,Consumer,Clothing,Casual T-Shirt,4,22.5,7.86,0.1,90.0,31.44,58.56,65.07
ORD-02817,2023-03-08,2023,3,Q1,East,Odisha,Consumer,Food & Beverages,Protein Powder,2,33.75,17.13,0.25,67.5,34.26,33.24,49.24
ORD-02818,2024-07-15,2024,7,Q3,North,Uttarakhand,Consumer,Electronics,"Smart TV 55""",9,700.0,392.05,0.0,6300.0,3528.45,2771.55,43.99
ORD-02819,2023-12-05,2023,12,Q4,West,Maharashtra,Consumer,Food & Beverages,Organic Coffee,3,14.4,6.19,0.2,43.2,18.57,24.63,57.01
ORD-02820,2024-11-03,2024,11,Q4,South,Karnataka,Home Office,Sports,Tennis Racket,5,85.0,38.92,0.0,425.0,194.6,230.4,54.21
ORD-02821,2023-01-13,2023,1,Q1,West,Maharashtra,Consumer,Electronics,Wireless Headphones,9,237.5,118.02,0.05,2137.5,1062.18,1075.32,50.31
ORD-02822,2024-10-24,2024,10,Q4,East,West Bengal,Corporate,Beauty,Perfume Collection,3,120.0,43.18,0.0,360.0,129.54,230.46,64.02
ORD-02823,2023-10-24,2023,10,Q4,South,Tamil Nadu,Consumer,Furniture,Office Chair,6,320.0,147.3,0.0,1920.0,883.8,1036.2,53.97
ORD-02824,2024-08-25,2024,8,Q3,Central,Chhattisgarh,Consumer,Beauty,Makeup Palette,7,52.0,24.26,0.2,364.0,169.82,194.18,53.35
ORD-02825,2024-06-15,2024,6,Q2,South,Karnataka,Consumer,Electronics,"Laptop Pro 15""",1,840.0,778.57,0.3,840.0,778.57,61.43,7.31
ORD-02826,2024-08-24,2024,8,Q3,South,Karnataka,Corporate,Electronics,"Smart TV 55""",3,630.0,383.82,0.1,1890.0,1151.46,738.54,39.08
ORD-02827,2024-11-10,2024,11,Q4,Central,Uttar Pradesh,Home Office,Electronics,Wireless Headphones,5,237.5,116.51,0.05,1187.5,582.55,604.95,50.94
ORD-02828,2024-08-12,2024,8,Q3,North,Punjab,Consumer,Electronics,Wireless Headphones,9,250.0,125.67,0.0,2250.0,1131.03,1118.97,49.73
ORD-02829,2023-08-08,2023,8,Q3,South,Karnataka,Corporate,Clothing,Denim Jeans,5,60.0,21.38,0.0,300.0,106.9,193.1,64.37
ORD-02830,2023-07-10,2023,7,Q3,Central,Uttarakhand,Consumer,Books,Tech Encyclopedia,8,52.25,17.11,0.05,418.0,136.88,281.12,67.25
ORD-02831,2023-09-28,2023,9,Q3,Central,Himachal Pradesh,Consumer,Electronics,Wireless Headphones,1,212.5,121.0,0.15,212.5,121.0,91.5,43.06
ORD-02832,2024-01-01,2024,1,Q1,South,Andhra Pradesh,Corporate,Food & Beverages,Energy Bars Box,4,30.0,12.09,0.0,120.0,48.36,71.64,59.7
ORD-02833,2024-10-14,2024,10,Q4,East,Odisha,Corporate,Books,Fiction Bestseller,7,17.6,6.71,0.2,123.2,46.97,76.23,61.88
ORD-02834,2024-12-05,2024,12,Q4,South,Andhra Pradesh,Home Office,Furniture,Bookshelf,10,144.0,73.26,0.2,1440.0,732.6,707.4,49.12
ORD-02835,2024-02-04,2024,2,Q1,South,Kerala,Corporate,Beauty,Anti-Aging Cream,1,85.5,37.68,0.1,85.5,37.68,47.82,55.93
ORD-02836,2023-11-04,2023,11,Q4,North,Haryana,Consumer,Beauty,Perfume Collection,4,114.0,45.37,0.05,456.0,181.48,274.52,60.2
ORD-02837,2024-01-15,2024,1,Q1,South,Kerala,Home Office,Books,Fiction Bestseller,7,20.9,6.87,0.05,146.3,48.09,98.21,67.13
ORD-02838,2023-08-27,2023,8,Q3,East,Odisha,Corporate,Sports,Cycling Helmet,3,55.25,29.07,0.15,165.75,87.21,78.54,47.38
ORD-02839,2024-08-13,2024,8,Q3,Central,Madhya Pradesh,Corporate,Electronics,Wireless Headphones,7,237.5,121.11,0.05,1662.5,847.77,814.73,49.01
ORD-02840,2023-11-01,2023,11,Q4,North,Haryana,Consumer,Electronics,"Smart TV 55""",7,525.0,409.8,0.25,3675.0,2868.6,806.4,21.94
ORD-02841,2024-07-14,2024,7,Q3,South,Kerala,Consumer,Beauty,Hair Care Kit,7,52.25,20.0,0.05,365.75,140.0,225.75,61.72
ORD-02842,2024-03-15,2024,3,Q1,South,Telangana,Consumer,Books,Self-Help Guide,9,28.0,9.06,0.0,252.0,81.54,170.46,67.64
ORD-02843,2024-08-27,2024,8,Q3,South,Telangana,Corporate,Beauty,Anti-Aging Cream,2,90.25,37.45,0.05,180.5,74.9,105.6,58.5
ORD-02844,2023-08-18,2023,8,Q3,Central,Uttar Pradesh,Consumer,Beauty,Anti-Aging Cream,4,85.5,36.44,0.1,342.0,145.76,196.24,57.38
ORD-02845,2023-09-08,2023,9,Q3,North,Himachal Pradesh,Corporate,Furniture,Sofa Set,1,1140.0,579.96,0.05,1140.0,579.96,560.04,49.13
ORD-02846,2023-01-05,2023,1,Q1,North,Haryana,Corporate,Furniture,Sofa Set,9,960.0,571.15,0.2,8640.0,5140.35,3499.65,40.51
ORD-02847,2023-05-24,2023,5,Q2,West,Rajasthan,Corporate,Electronics,"Laptop Pro 15""",5,1200.0,775.72,0.0,6000.0,3878.6,2121.4,35.36
ORD-02848,2023-11-01,2023,11,Q4,West,Goa,Consumer,Food & Beverages,Protein Powder,10,31.5,18.24,0.3,315.0,182.4,132.6,42.1
ORD-02849,2024-02-02,2024,2,Q1,East,Bihar,Corporate,Clothing,Running Shoes,10,85.0,33.74,0.0,850.0,337.4,512.6,60.31
ORD-02850,2024-08-22,2024,8,Q3,Central,Madhya Pradesh,Consumer,Furniture,Coffee Table,5,209.0,96.57,0.05,1045.0,482.85,562.15,53.79
ORD-02851,2024-11-14,2024,11,Q4,North,Punjab,Corporate,Sports,Cycling Helmet,5,58.5,26.85,0.1,292.5,134.25,158.25,54.1
ORD-02852,2024-02-24,2024,2,Q1,West,Maharashtra,Consumer,Beauty,Perfume Collection,4,120.0,45.45,0.0,480.0,181.8,298.2,62.12
ORD-02853,2023-02-03,2023,2,Q1,North,Himachal Pradesh,Consumer,Clothing,Formal Suit,1,280.0,133.59,0.0,280.0,133.59,146.41,52.29
ORD-02854,2023-09-10,2023,9,Q3,Central,Himachal Pradesh,Consumer,Food & Beverages,Organic Coffee,4,18.0,5.86,0.0,72.0,23.44,48.56,67.44
